3.3400e-01, -5.868924649e-02
3.3500e-01, -5.885204982e-02
3.3600e-01, -5.901477108e-02
3.3700e-01, -5.917741022e-02
3.3800e-01, -5.933996722e-02
3.3900e-01, -5.950244205e-02
3.4000e-01, -5.966483467e-02
3.4100e-01, -5.982714505e-02
3.4200e-01, -5.998937317e-02
3.4300e-01, -6.015151900e-02
3.4400e-01, -6.031358250e-02
3.4500e-01, -6.047556364e-02
3.4600e-01, -6.063746241e-02
3.4700e-01, -6.079927875e-02
3.4800e-01, -6.096101266e-02
3.4900e-01, -6.112266410e-02
3.5000e-01, -6.128423304e-02
3.5100e-01, -6.144571945e-02
3.5200e-01, -6.160712330e-02
3.5300e-01, -6.176844457e-02
3.5400e-01, -6.192968322e-02
3.5500e-01, -6.209083924e-02
3.5600e-01, -6.225191258e-02
3.5700e-01, -6.241290323e-02
3.5800e-01, -6.257381116e-02
3.5900e-01, -6.273463633e-02
3.6000e-01, -6.289537873e-02
3.6100e-01, -6.305603832e-02
3.6200e-01, -6.321661508e-02
3.6300e-01, -6.337710898e-02
3.6400e-01, -6.353751999e-02
3.6500e-01, -6.369784810e-02
3.6600e-01, -6.385809326e-02
3.6700e-01, -6.401825546e-02
3.6800e-01, -6.417833467e-02
3.6900e-01, -6.433833086e-02
3.7000e-01, -6.449824402e-02
3.7100e-01, -6.465807410e-02
3.7200e-01, -6.481782109e-02
3.7300e-01, -6.497748497e-02
3.7400e-01, -6.513706570e-02
3.7500e-01, -6.529656327e-02
3.7600e-01, -6.545597764e-02
3.7700e-01, -6.561530879e-02
3.7800e-01, -6.577455671e-02
3.7900e-01, -6.593372136e-02
3.8000e-01, -6.609280272e-02
3.8100e-01, -6.625180076e-02
3.8200e-01, -6.641071547e-02
3.8300e-01, -6.656954682e-02
3.8400e-01, -6.672829478e-02
3.8500e-01, -6.688695934e-02
3.8600e-01, -6.704554046e-02
3.8700e-01, -6.720403813e-02
3.8800e-01, -6.736245233e-02
3.8900e-01, -6.752078302e-02
3.9000e-01, -6.767903019e-02
3.9100e-01, -6.783719382e-02
3.9200e-01, -6.799527388e-02
3.9300e-01, -6.815327036e-02
3.9400e-01, -6.831118322e-02
3.9500e-01, -6.846901244e-02
3.9600e-01, -6.862675802e-02
3.9700e-01, -6.878441992e-02
3.9800e-01, -6.894199812e-02
3.9900e-01, -6.909949260e-02
4.0000e-01, -6.925690334e-02
4.0100e-01, -6.941423033e-02
4.0200e-01, -6.957147353e-02
4.0300e-01, -6.972863293e-02
4.0400e-01, -6.988570850e-02
4.0500e-01, -7.004270024e-02
4.0600e-01, -7.019960811e-02
4.0700e-01, -7.035643210e-02
4.0800e-01, -7.051317218e-02
4.0900e-01, -7.066982835e-02
4.1000e-01, -7.082640057e-02
4.1100e-01, -7.098288883e-02
4.1200e-01, -7.113929311e-02
4.1300e-01, -7.129561339e-02
4.1400e-01, -7.145184965e-02
4.1500e-01, -7.160800187e-02
4.1600e-01, -7.176407004e-02
4.1700e-01, -7.192005414e-02
4.1800e-01, -7.207595414e-02
4.1900e-01, -7.223177002e-02
4.2000e-01, -7.238750178e-02
4.2100e-01, -7.254314939e-02
4.2200e-01, -7.269871284e-02
4.2300e-01, -7.285419210e-02
4.2400e-01, -7.300958717e-02
4.2500e-01, -7.316489801e-02
4.2600e-01, -7.332012462e-02
4.2700e-01, -7.347526698e-02
4.2800e-01, -7.363032507e-02
4.2900e-01, -7.378529888e-02
4.3000e-01, -7.394018838e-02
4.3100e-01, -7.409499356e-02
4.3200e-01, -7.424971441e-02
4.3300e-01, -7.440435091e-02
4.3400e-01, -7.455890304e-02
4.3500e-01, -7.471337078e-02
4.3600e-01, -7.486775413e-02
4.3700e-01, -7.502205307e-02
4.3800e-01, -7.517626757e-02
4.3900e-01, -7.533039763e-02
4.4000e-01, -7.548444323e-02
4.4100e-01, -7.563840435e-02
4.4200e-01, -7.579228098e-02
4.4300e-01, -7.594607311e-02
4.4400e-01, -7.609978072e-02
4.4500e-01, -7.625340379e-02
4.4600e-01, -7.640694231e-02
4.4700e-01, -7.656039628e-02
4.4800e-01, -7.671376566e-02
4.4900e-01, -7.686705046e-02
4.5000e-01, -7.702025065e-02
4.5100e-01, -7.717336622e-02
4.5200e-01, -7.732639717e-02
4.5300e-01, -7.747934347e-02
4.5400e-01, -7.763220511e-02
4.5500e-01, -7.778498208e-02
4.5600e-01, -7.793767436e-02
4.5700e-01, -7.809028195e-02
4.5800e-01, -7.824280483e-02
4.5900e-01, -7.839524299e-02
4.6000e-01, -7.854759642e-02
4.6100e-01, -7.869986510e-02
4.6200e-01, -7.885204902e-02
4.6300e-01, -7.900414818e-02
4.6400e-01, -7.915616255e-02
4.6500e-01, -7.930809213e-02
4.6600e-01, -7.945993690e-02
4.6700e-01, -7.961169686e-02
4.6800e-01, -7.976337199e-02
4.6900e-01, -7.991496228e-02
4.7000e-01, -8.006646773e-02
4.7100e-01, -8.021788831e-02
4.7200e-01, -8.036922403e-02
4.7300e-01, -8.052047486e-02
4.7400e-01, -8.067164080e-02
4.7500e-01, -8.082272184e-02
4.7600e-01, -8.097371797e-02
4.7700e-01, -8.112462918e-02
