0.0000e+00, -3.749998359e-04
1.0000e-03, -7.499987812e-04
2.0000e-03, -1.124996039e-03
3.0000e-03, -1.499990812e-03
4.0000e-03, -1.874982304e-03
5.0000e-03, -2.249969717e-03
6.0000e-03, -2.624952254e-03
7.0000e-03, -2.999929120e-03
8.0000e-03, -3.374899516e-03
9.0000e-03, -3.749862646e-03
1.0000e-02, -4.124817712e-03
1.1000e-02, -4.499763917e-03
1.2000e-02, -4.874700466e-03
1.3000e-02, -5.249626560e-03
1.4000e-02, -5.624541404e-03
1.5000e-02, -5.999444200e-03
1.6000e-02, -6.374334152e-03
1.7000e-02, -6.749210464e-03
1.8000e-02, -7.124072339e-03
1.9000e-02, -7.498918983e-03
2.0000e-02, -7.873749598e-03
2.1000e-02, -8.248563391e-03
2.2000e-02, -8.623359564e-03
2.3000e-02, -8.998137324e-03
2.4000e-02, -9.372895876e-03
2.5000e-02, -9.747634425e-03
2.6000e-02, -1.012235218e-02
2.7000e-02, -1.049704834e-02
2.8000e-02, -1.087172211e-02
2.9000e-02, -1.124637271e-02
3.0000e-02, -1.162099934e-02
3.1000e-02, -1.199560120e-02
3.2000e-02, -1.237017750e-02
3.3000e-02, -1.274472746e-02
3.4000e-02, -1.311925027e-02
3.5000e-02, -1.349374515e-02
3.6000e-02, -1.386821130e-02
3.7000e-02, -1.424264794e-02
3.8000e-02, -1.461705427e-02
3.9000e-02, -1.499142950e-02
4.0000e-02, -1.536577285e-02
4.1000e-02, -1.574008351e-02
4.2000e-02, -1.611436071e-02
4.3000e-02, -1.648860365e-02
4.4000e-02, -1.686281155e-02
4.5000e-02, -1.723698361e-02
4.6000e-02, -1.761111904e-02
4.7000e-02, -1.798521707e-02
4.8000e-02, -1.835927690e-02
4.9000e-02, -1.873329774e-02
5.0000e-02, -1.910727881e-02
5.1000e-02, -1.948121932e-02
5.2000e-02, -1.985511848e-02
5.3000e-02, -2.022897552e-02
5.4000e-02, -2.060278964e-02
5.5000e-02, -2.097656006e-02
5.6000e-02, -2.135028599e-02
5.7000e-02, -2.172396666e-02
5.8000e-02, -2.209760128e-02
5.9000e-02, -2.247118906e-02
6.0000e-02, -2.284472922e-02
6.1000e-02, -2.321822099e-02
6.2000e-02, -2.359166357e-02
6.3000e-02, -2.396505619e-02
6.4000e-02, -2.433839808e-02
6.5000e-02, -2.471168844e-02
6.6000e-02, -2.508492649e-02
6.7000e-02, -2.545811147e-02
6.8000e-02, -2.583124259e-02
6.9000e-02, -2.620431907e-02
7.0000e-02, -2.657734014e-02
7.1000e-02, -2.695030502e-02
7.2000e-02, -2.732321293e-02
7.3000e-02, -2.769606309e-02
7.4000e-02, -2.806885474e-02
7.5000e-02, -2.844158710e-02
7.6000e-02, -2.881425939e-02
7.7000e-02, -2.918687084e-02
7.8000e-02, -2.955942068e-02
7.9000e-02, -2.993190814e-02
8.0000e-02, -3.030433244e-02
8.1000e-02, -3.067669281e-02
8.2000e-02, -3.104898849e-02
8.3000e-02, -3.142121870e-02
8.4000e-02, -3.179338267e-02
8.5000e-02, -3.216547964e-02
8.6000e-02, -3.253750884e-02
8.7000e-02, -3.290946951e-02
8.8000e-02, -3.328136087e-02
8.9000e-02, -3.365318216e-02
9.0000e-02, -3.402493261e-02
9.1000e-02, -3.439661147e-02
9.2000e-02, -3.476821797e-02
9.3000e-02, -3.513975134e-02
9.4000e-02, -3.551121083e-02
9.5000e-02, -3.588259567e-02
9.6000e-02, -3.625390510e-02
9.7000e-02, -3.662513836e-02
9.8000e-02, -3.699629470e-02
9.9000e-02, -3.736737335e-02
1.0000e-01, -3.773837356e-02
1.0100e-01, -3.810929458e-02
1.0200e-01, -3.848013564e-02
1.0300e-01, -3.885089598e-02
1.0400e-01, -3.922157487e-02
1.0500e-01, -3.959217154e-02
1.0600e-01, -3.996268524e-02
1.0700e-01, -4.033311521e-02
1.0800e-01, -4.070346072e-02
1.0900e-01, -4.107372100e-02
1.1000e-01, -4.144389531e-02
1.1100e-01, -4.181398290e-02
1.1200e-01, -4.218398303e-02
1.1300e-01, -4.255389493e-02
1.1400e-01, -4.292371788e-02
1.1500e-01, -4.329345113e-02
1.1600e-01, -4.366309392e-02
1.1700e-01, -4.403264552e-02
1.1800e-01, -4.440210519e-02
1.1900e-01, -4.477147218e-02
1.2000e-01, -4.514074575e-02
1.2100e-01, -4.550992517e-02
1.2200e-01, -4.587900969e-02
1.2300e-01, -4.624799858e-02
1.2400e-01, -4.661689110e-02
