0.00e+00, -1.874999180e-04, -1.874999180e-04, -1.874999180e-04, -3.749998359e-04
1.00e-01, -1.886918315e-02, -1.886918466e-02, -1.886918215e-02, -3.773836664e-02
2.00e-01, -3.715808645e-02, -3.715809223e-02, -3.715808256e-02, -7.431617416e-02
3.00e-01, -5.470362730e-02, -5.470363840e-02, -5.470361947e-02, -1.094072568e-01
4.00e-01, -7.122212849e-02, -7.122214552e-02, -7.122211592e-02, -1.424442599e-01
5.00e-01, -8.651289027e-02, -8.651291349e-02, -8.651287231e-02, -1.730257840e-01
6.00e-01, -1.004605153e-01, -1.004605448e-01, -1.004604915e-01, -2.009210344e-01
7.00e-01, -1.130263179e-01, -1.130263534e-01, -1.130262880e-01, -2.260526395e-01
8.00e-01, -1.242332779e-01, -1.242333192e-01, -1.242332417e-01, -2.484665592e-01
9.00e-01, -1.341488587e-01, -1.341489055e-01, -1.341488164e-01, -2.682977204e-01
1.00e+00, -1.428688348e-01, -1.428688866e-01, -1.428687863e-01, -2.857376718e-01
1.10e+00, -1.505038556e-01, -1.505039120e-01, -1.505038012e-01, -3.010077125e-01
1.20e+00, -1.571693165e-01, -1.571693771e-01, -1.571692565e-01, -3.143386334e-01
1.30e+00, -1.629783637e-01, -1.629784281e-01, -1.629782984e-01, -3.259567268e-01
1.40e+00, -1.680375023e-01, -1.680375700e-01, -1.680374320e-01, -3.360750029e-01
1.50e+00, -1.724441801e-01, -1.724442509e-01, -1.724441051e-01, -3.448883575e-01
1.60e+00, -1.762857647e-01, -1.762858382e-01, -1.762856854e-01, -3.525715256e-01
1.70e+00, -1.796394388e-01, -1.796395147e-01, -1.796393554e-01, -3.592788726e-01
1.80e+00, -1.825726570e-01, -1.825727351e-01, -1.825725698e-01, -3.651453080e-01
1.90e+00, -1.851439122e-01, -1.851439923e-01, -1.851438215e-01, -3.702878174e-01
2.00e+00, -1.874036410e-01, -1.874037229e-01, -1.874035470e-01, -3.748072739e-01
2.10e+00, -1.893951615e-01, -1.893952450e-01, -1.893950645e-01, -3.787903140e-01
2.20e+00, -1.911555790e-01, -1.911556640e-01, -1.911554792e-01, -3.823111481e-01
2.30e+00, -1.927166239e-01, -1.927167103e-01, -1.927165215e-01, -3.854332371e-01
2.40e+00, -1.941054063e-01, -1.941054940e-01, -1.941053014e-01, -3.882108012e-01
2.50e+00, -1.953450824e-01, -1.953451712e-01, -1.953449752e-01, -3.906901525e-01
2.60e+00, -1.964554352e-01, -1.964555251e-01, -1.964553258e-01, -3.929108574e-01
2.70e+00, -1.974533762e-01, -1.974534671e-01, -1.974532648e-01, -3.949067388e-01
2.80e+00, -1.983533752e-01, -1.983534670e-01, -1.983532618e-01, -3.967067360e-01
2.90e+00, -1.991678269e-01, -1.991679197e-01, -1.991677118e-01, -3.983356389e-01
3.00e+00, -1.999073633e-01, -1.999074569e-01, -1.999072465e-01, -3.998147112e-01
3.10e+00, -2.005811179e-01, -2.005812123e-01, -2.005809995e-01, -4.011622198e-01
3.20e+00, -2.011969500e-01, -2.011970452e-01, -2.011968300e-01, -4.023938835e-01
3.30e+00, -2.017616345e-01, -2.017617304e-01, -2.017615131e-01, -4.035232520e-01
3.40e+00, -2.022810223e-01, -2.022811190e-01, -2.022808995e-01, -4.045620272e-01
3.50e+00, -2.027601765e-01, -2.027602738e-01, -2.027600523e-01, -4.055203351e-01
3.60e+00, -2.032034869e-01, -2.032035849e-01, -2.032033615e-01, -4.064069555e-01
3.70e+00, -2.036147680e-01, -2.036148666e-01, -2.036146413e-01, -4.072295172e-01
3.80e+00, -2.039973411e-01, -2.039974403e-01, -2.039972133e-01, -4.079946631e-01
3.90e+00, -2.043541049e-01, -2.043542046e-01, -2.043539760e-01, -4.087081903e-01
4.00e+00, -2.046875946e-01, -2.046876949e-01, -2.046874647e-01, -4.093751694e-01
4.10e+00, -2.050000329e-01, -2.050001338e-01, -2.049999020e-01, -4.100000458e-01
4.20e+00, -2.052933730e-01, -2.052934745e-01, -2.052932412e-01, -4.105867258e-01
4.30e+00, -2.055693355e-01, -2.055694374e-01, -2.055692027e-01, -4.111386504e-01
4.40e+00, -2.058294394e-01, -2.058295419e-01, -2.058293058e-01, -4.116588581e-01
4.50e+00, -2.060750297e-01, -2.060751327e-01, -2.060748952e-01, -4.121500384e-01
4.60e+00, -2.063072998e-01, -2.063074033e-01, -2.063071645e-01, -4.126145784e-01
4.70e+00, -2.065273114e-01, -2.065274153e-01, -2.065271753e-01, -4.130546014e-01
4.80e+00, -2.067360116e-01, -2.067361159e-01, -2.067358748e-01, -4.134720015e-01
4.90e+00, -2.069342473e-01, -2.069343520e-01, -2.069341097e-01, -4.138684727e-01
5.00e+00, -2.071227777e-01, -2.071228829e-01, -2.071226395e-01, -4.142455334e-01
5.10e+00, -2.073022855e-01, -2.073023911e-01, -2.073021467e-01, -4.146045489e-01
5.20e+00, -2.074733859e-01, -2.074734919e-01, -2.074732464e-01, -4.149467494e-01
5.30e+00, -2.076366347e-01, -2.076367411e-01, -2.076364946e-01, -4.152732469e-01
5.40e+00, -2.077925356e-01, -2.077926424e-01, -2.077923950e-01, -4.155850487e-01
5.50e+00, -2.079415462e-01, -2.079416533e-01, -2.079414050e-01, -4.158830697e-01
5.60e+00, -2.080840830e-01, -2.080841905e-01, -2.080839414e-01, -4.161681432e-01
5.70e+00, -2.082205266e-01, -2.082206344e-01, -2.082203844e-01, -4.164410302e-01
5.80e+00, -2.083512250e-01, -2.083513331e-01, -2.083510824e-01, -4.167024271e-01
5.90e+00, -2.084764980e-01, -2.084766064e-01, -2.084763550e-01, -4.169529729e-01
6.00e+00, -2.085966394e-01, -2.085967482e-01, -2.085964960e-01, -4.171932557e-01
6.10e+00, -2.087119204e-01, -2.087120294e-01, -2.087117766e-01, -4.174238176e-01
6.20e+00, -2.088225915e-01, -2.088227008e-01, -2.088224473e-01, -4.176451597e-01
6.30e+00, -2.089288848e-01, -2.089289943e-01, -2.089287403e-01, -4.178577463e-01
