0.00e+00, -1.874999180e-04, -1.874999180e-04, -1.874999180e-04, -3.749998359e-04
1.00e-01, -1.886919297e-02, -1.886919358e-02, -1.886919387e-02, -3.773838694e-02
2.00e-01, -3.715818526e-02, -3.715818707e-02, -3.715818831e-02, -7.431637376e-02
3.00e-01, -5.470419318e-02, -5.470419606e-02, -5.470419898e-02, -1.094083921e-01
4.00e-01, -7.122417860e-02, -7.122418115e-02, -7.122418748e-02, -1.424483648e-01
5.00e-01, -8.651835804e-02, -8.651835625e-02, -8.651836993e-02, -1.730367228e-01
6.00e-01, -1.004723615e-01, -1.004723471e-01, -1.004723760e-01, -2.009447231e-01
7.00e-01, -1.130484474e-01, -1.130484064e-01, -1.130484639e-01, -2.260968785e-01
8.00e-01, -1.242702994e-01, -1.242702109e-01, -1.242703177e-01, -2.485405520e-01
9.00e-01, -1.342057573e-01, -1.342055932e-01, -1.342057786e-01, -2.684114194e-01
1.00e+00, -1.429506272e-01, -1.429503529e-01, -1.429506552e-01, -2.859010902e-01
1.10e+00, -1.506152824e-01, -1.506148587e-01, -1.506153254e-01, -3.012303110e-01
1.20e+00, -1.573146003e-01, -1.573139856e-01, -1.573146722e-01, -3.146288388e-01
1.30e+00, -1.631610431e-01, -1.631601966e-01, -1.631611655e-01, -3.263216034e-01
1.40e+00, -1.682603382e-01, -1.682592238e-01, -1.682605422e-01, -3.365200695e-01
1.50e+00, -1.727091236e-01, -1.727077134e-01, -1.727094511e-01, -3.454175254e-01
1.60e+00, -1.765939716e-01, -1.765922494e-01, -1.765944765e-01, -3.531871317e-01
1.70e+00, -1.799913177e-01, -1.799892831e-01, -1.799920668e-01, -3.599817784e-01
1.80e+00, -1.829679395e-01, -1.829656102e-01, -1.829690129e-01, -3.659350417e-01
1.90e+00, -1.855817347e-01, -1.855791490e-01, -1.855832257e-01, -3.711627396e-01
2.00e+00, -1.878826317e-01, -1.878798501e-01, -1.878846464e-01, -3.757647521e-01
2.10e+00, -1.899135271e-01, -1.899106329e-01, -1.899161833e-01, -3.798268956e-01
2.20e+00, -1.917111876e-01, -1.917082872e-01, -1.917146135e-01, -3.834227255e-01
2.30e+00, -1.933070820e-01, -1.933043036e-01, -1.933114145e-01, -3.866152000e-01
2.40e+00, -1.947281286e-01, -1.947256210e-01, -1.947335108e-01, -3.894581735e-01
2.50e+00, -1.959973539e-01, -1.959952842e-01, -1.960039331e-01, -3.919977141e-01
2.60e+00, -1.971344658e-01, -1.971330166e-01, -1.971423908e-01, -3.942732488e-01
2.70e+00, -1.981563476e-01, -1.981557139e-01, -1.981657658e-01, -3.963185516e-01
2.80e+00, -1.990774804e-01, -1.990778666e-01, -1.990885356e-01, -3.981625884e-01
2.90e+00, -1.999103043e-01, -1.999119201e-01, -1.999231336e-01, -3.998302387e-01
3.00e+00, -2.006655235e-01, -2.006685811e-01, -2.006802553e-01, -4.013429066e-01
3.10e+00, -2.013523666e-01, -2.013570766e-01, -2.013691180e-01, -4.027190408e-01
3.20e+00, -2.019788055e-01, -2.019853741e-01, -2.019976808e-01, -4.039745736e-01
3.30e+00, -2.025517412e-01, -2.025603675e-01, -2.025728299e-01, -4.051232924e-01
3.40e+00, -2.030771610e-01, -2.030880340e-01, -2.031005368e-01, -4.061771545e-01
3.50e+00, -2.035602713e-01, -2.035735680e-01, -2.035859909e-01, -4.071465535e-01
3.60e+00, -2.040056097e-01, -2.040214932e-01, -2.040337127e-01, -4.080405437e-01
3.70e+00, -2.044171407e-01, -2.044357588e-01, -2.044476486e-01, -4.088670321e-01
3.80e+00, -2.047983361e-01, -2.048198202e-01, -2.048312529e-01, -4.096329395e-01
3.90e+00, -2.051522433e-01, -2.051767083e-01, -2.051875559e-01, -4.103443383e-01
4.00e+00, -2.054815443e-01, -2.055090875e-01, -2.055192226e-01, -4.110065696e-01
4.10e+00, -2.057886047e-01, -2.058193062e-01, -2.058286026e-01, -4.116243423e-01
4.20e+00, -2.060755159e-01, -2.061094392e-01, -2.061177723e-01, -4.122018183e-01
4.30e+00, -2.063441318e-01, -2.063813236e-01, -2.063885717e-01, -4.127426848e-01
4.40e+00, -2.065960991e-01, -2.066365907e-01, -2.066426345e-01, -4.132502162e-01
4.50e+00, -2.068328841e-01, -2.068766916e-01, -2.068814156e-01, -4.137273275e-01
4.60e+00, -2.070557953e-01, -2.071029210e-01, -2.071062130e-01, -4.141766196e-01
4.70e+00, -2.072660030e-01, -2.073164363e-01, -2.073181881e-01, -4.146004182e-01
4.80e+00, -2.074645560e-01, -2.075182743e-01, -2.075183821e-01, -4.150008083e-01
4.90e+00, -2.076523966e-01, -2.077093666e-01, -2.077077306e-01, -4.153796626e-01
5.00e+00, -2.078303725e-01, -2.078905513e-01, -2.078870764e-01, -4.157386668e-01
5.10e+00, -2.079992484e-01, -2.080625845e-01, -2.080571799e-01, -4.160793418e-01
5.20e+00, -2.081597151e-01, -2.082261492e-01, -2.082187290e-01, -4.164030623e-01
5.30e+00, -2.083123979e-01, -2.083818643e-01, -2.083723472e-01, -4.167110730e-01
5.40e+00, -2.084578638e-01, -2.085302911e-01, -2.085186006e-01, -4.170045036e-01
5.50e+00, -2.085966276e-01, -2.086719395e-01, -2.086580043e-01, -4.172843810e-01
5.60e+00, -2.087291581e-01, -2.088072743e-01, -2.087910278e-01, -4.175516401e-01
5.70e+00, -2.088558821e-01, -2.089367188e-01, -2.089180997e-01, -4.178071338e-01
5.80e+00, -2.089771895e-01, -2.090606599e-01, -2.090396123e-01, -4.180516412e-01
5.90e+00, -2.090934365e-01, -2.091794516e-01, -2.091559249e-01, -4.182858754e-01
6.00e+00, -2.092049494e-01, -2.092934180e-01, -2.092673673e-01, -4.185104898e-01
6.10e+00, -2.093120271e-01, -2.094028565e-01, -2.093742427e-01, -4.187260842e-01
6.20e+00, -2.094149443e-01, -2.095080400e-01, -2.094768303e-01, -4.189332098e-01
6.30e+00, -2.095139537e-01, -2.096092197e-01, -2.095753877e-01, -4.191323741e-01
6.40e+00, -2.096092877e-01, -2.097066267e-01, -2.096701527e-01, -4.193240448e-01
6.50e+00, -2.097011611e-01, -2.098004741e-01, -2.097613455e-01, -4.195086538e-01
6.60e+00, -2.097897720e-01, -2.098909583e-01, -2.098491698e-01, -4.196866001e-01
